image,x,y,z,qx,qy,qz,qw
images/frame_000000.png,-2.450183202634523,-2.0973092714217185,0.0,0.0,0.0,0.07982521209024161,0.9968088761215702
images/frame_000001.png,-2.450183202634523,-2.0973092714217185,0.0,0.0,0.0,0.07982521209024161,0.9968088761215702
images/frame_000002.png,-2.447303386333055,-2.096851344264903,0.0,0.0,0.0,0.07757210896986481,0.9969867440994226
images/frame_000003.png,-2.43369181025016,-2.0948423418331394,0.0,0.0,0.0,0.0691517248341434,0.99760615422744
images/frame_000004.png,-2.40869268788529,-2.091677949639621,0.0,0.0,0.0,0.05711259698068083,0.9983677435024242
images/frame_000005.png,-2.375314544979406,-2.0884023503937663,0.0,0.0,0.0,0.04060883152084399,0.9991751211887292
images/frame_000006.png,-2.346000211590934,-2.0864557905820433,0.0,0.0,0.0,0.025189345567086355,0.9996826980947014
images/frame_000007.png,-2.312477806954843,-2.0854447632226845,0.0,0.0,0.0,0.004685117171560505,0.9999890247783166
images/frame_000008.png,-2.2831004088505535,-2.0856984715990317,0.0,0.0,0.0,-0.012410720644998928,0.9999229840408069
images/frame_000009.png,-2.2537412084032256,-2.0867869093188554,0.0,0.0,0.0,-0.023820126001192987,0.9997162605446044
images/frame_000010.png,-2.220255594255222,-2.088689645587523,0.0,0.0,0.0,-0.03194931871303963,0.9994894902067618
images/frame_000011.png,-2.1909432372227577,-2.090681323633763,0.0,0.0,0.0,-0.03541602724630049,0.999372655726626
images/frame_000012.png,-2.1556828165490733,-2.093289996483956,0.0,0.0,0.0,-0.025590611469448795,0.9996725066763714
images/frame_000013.png,-2.1221936024182297,-2.0951335175432435,0.0,0.0,0.0,-0.029464124550338148,0.9995658384341084
images/frame_000014.png,-2.088719664794712,-2.097236332677824,0.0,0.0,0.0,-0.03303270239926322,0.9994542713762354
images/frame_000015.png,-2.055258548614061,-2.0995347989771767,0.0,0.0,0.0,-0.03553315970367284,0.9993684978832749
images/frame_000016.png,-2.021810040648903,-2.1020098352852403,0.0,0.0,0.0,-0.03877666276066666,0.9992479023871631
images/frame_000017.png,-1.992534417732918,-2.104481183609883,0.0,0.0,0.0,-0.045858941922459,0.9989479252922809
images/frame_000018.png,-1.9674385710010405,-2.1069781421654916,0.0,0.0,0.0,-0.053363489844627576,0.998575153882572
images/frame_000019.png,-1.948081521425302,-2.114695721613871,0.0,0.0,0.0,-0.0656422018722827,0.9978432248271061
images/frame_000020.png,-1.9148826834198833,-2.1194627749446027,0.0,0.0,0.0,-0.07638894449483025,0.9970780958174569
images/frame_000021.png,-1.88178153804225,-2.1248681018752427,0.0,0.0,0.0,-0.0850484625510331,0.9963768157768955
images/frame_000022.png,-1.84877111851953,-2.1308029963754778,0.0,0.0,0.0,-0.09256652258753251,0.9957065023871502
images/frame_000023.png,-1.8199358196786135,-2.1364326814402848,0.0,0.0,0.0,-0.10011504272471437,0.9949758681597402
images/frame_000024.png,-1.7952561672923975,-2.1416243600250384,0.0,0.0,0.0,-0.10670363817257862,0.9942908697160683
images/frame_000025.png,-1.7625299406523254,-2.1489666714443256,0.0,0.0,0.0,-0.11319966892921698,0.9935722595535342
images/frame_000026.png,-1.7341865715728613,-2.155646667937125,0.0,0.0,0.0,-0.1175904614234715,0.9930621749831251
images/frame_000027.png,-1.7069178206718747,-2.1458871023934254,0.0,0.0,0.0,-0.11318617181900749,0.9935737972133515
images/frame_000028.png,-1.6783151779346845,-2.152600450694431,0.0,0.0,0.0,-0.11696597755610504,0.9931359222656004
images/frame_000029.png,-1.6497621267955167,-2.1595217648033844,0.0,0.0,0.0,-0.1202303930970578,0.9927460161469936
images/frame_000030.png,-1.6212499148114317,-2.166609515199,0.0,0.0,0.0,-0.12278999444477189,0.9924326764391894
images/frame_000031.png,-1.5887321115664874,-2.174826788768314,0.0,0.0,0.0,-0.12394098671197329,0.9922895907006495
