image,x,y,z,qx,qy,qz,qw
images/frame_000000.png,2.612584340003334,-3.3130363558275673,0.0,0.0,0.0,0.6148509638366189,0.788643323860147
images/frame_000001.png,2.612584340003334,-3.3130363558275673,0.0,0.0,0.0,0.6148509638366189,0.788643323860147
images/frame_000002.png,2.6130246259180097,-3.311276187268937,0.0,0.0,0.0,0.6159967631664066,0.7877486831271189
images/frame_000003.png,2.616471803655852,-3.2968209071551944,0.0,0.0,0.0,0.6227781912571825,0.7823984435659572
images/frame_000004.png,2.6226577448115367,-3.268317699433329,0.0,0.0,0.0,0.632105790068381,0.7748821008140708
images/frame_000005.png,2.628216678272533,-3.2394691104089897,0.0,0.0,0.0,0.6413663014682313,0.7672348189055042
images/frame_000006.png,2.633083592821714,-3.2104956796835524,0.0,0.0,0.0,0.6500337985800551,0.7599052971940546
images/frame_000007.png,2.6373739506878806,-3.1814310061430655,0.0,0.0,0.0,0.6566208379870048,0.7542208397553357
images/frame_000008.png,2.640690939436327,-3.1564302410848226,0.0,0.0,0.0,0.6611614148572175,0.7502436827484803
images/frame_000009.png,2.6442101965999156,-3.127261945007978,0.0,0.0,0.0,0.665532298845267,0.7463690502651715
images/frame_000010.png,2.6474313924913857,-3.0980591594628377,0.0,0.0,0.0,0.6688670144605164,0.743382080068302
images/frame_000011.png,2.6503934128608466,-3.068828946913217,0.0,0.0,0.0,0.6721237298807305,0.7404388507710916
images/frame_000012.png,2.653123672072007,-3.0395761456866963,0.0,0.0,0.0,0.6747673117230015,0.738030538006466
images/frame_000013.png,2.655999284350826,-3.0061597191553626,0.0,0.0,0.0,0.6773907997327706,0.7356233441357046
images/frame_000014.png,2.658321888610478,-2.977132521690238,0.0,0.0,0.0,0.6792347412027084,0.7339210899976167
images/frame_000015.png,2.660523173994172,-2.947835128889653,0.0,0.0,0.0,0.6809165640622731,0.732360998951766
images/frame_000016.png,2.6628864485732713,-2.9143785180529638,0.0,0.0,0.0,0.6825526915822747,0.7308363860767965
