splat_id,ply_path,training_iteration,quality_label,notes
cps_labor_moved_objects_30000,/home/student/Dokumente/3DGS-Particle-Filter/splat.ply,30000,cps_labor_moved_objects,repo default splat for CPS labor moved-objects pilot run
